Data/Hora,Pergunta,Trechos Utilizados,Resposta do Assistente,Avaliação Manual
2026-02-22 20:42:48,Como a política de risco diferencia DECORE entre Grupo I e Grupo II?,"299: ntarista e Locutor de rádio e televisão Compositor Confeiteiro Consertador de Aparelho Eletrônico/Eletrodoméstico Costureiro Cozinheiro Croc | 297: , Encanador, Pedreiro, Barbeiro, Doceira, Salgadeira, Lavador de Carro. ATIVIDADES GRUPO I – (De A a C) Açougueiro Adestrador de Animais Afi | 301: e Ourives Jornaleiro Ladrilheiro Lavador de veículos Lavador e passador de roupas Limpador de fachadas Manicure, Pedicure Manobrista Maquiad | 254: ubsequentes. anexo i – informações que podem ser alteradas para novas avaliações A alteração, inclusão e/ou exclusão das informações que seg",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:48,Em que condições subsídio habitacional sofre revisão durante a análise técnica?,"788: e-mail ou fax, conforme a proposta de financiamento pretendida. Solicita nova análise e avaliação do imóvel antes do vencimento do prazo de  | 745: óvel com laudo de análise vigente Nas situações em que houver um laudo de análise vigente vinculado a uma proposta no SIOPI, com manifestaçã | 750: Para revisão de laudo de avaliação da engenharia, exclusivamente antes da contratação e desde que o imóvel ainda não esteja vinculado à prop | 782: ara imóvel com laudo de análise vigente no SIOPI que esteja vinculado a uma proposta nas modalidades Aquisição de Terreno e Construção e Con",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:48,Quais requisitos de validade e integridade documental se aplicam ao extrato do FGTS no processo habitacional?,"237: as avaliações habitacionais é de 180 dias. O prazo de validade das avaliações habitacionais é contado a partir da data da primeira avaliação | 238: terão como prazo de validade o período remanescente contado a partir da data da primeira avaliação habitacional realizada no início do proce | 239: do os últimos 30 dias. O número de solicitações de avaliações de risco habitacional está limitado a 41, considerando a validade da avaliação | 103: o, a informação de cargo/função é igual em todos os meses. extrato de fgts É o documento que contém o registro dos depósitos de FGTS do trab",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:48,Quando o comprovante de residência deve ser atualizado para evitar exigência complementar?,"407: esentar | apresentar | apresentar Fica dispensada a apresentação de comprovante de residência quando for apresentada a Declaração de parente | 106: s de renda fixa e/ou poupança, na CAIXA e em outras instituições, em que conste o cliente como primeiro titular. Não há exigência de prazo m | 404: cimento. Se guarda judicial: decisão judicial de concessão da guarda; Se residência compartilhada com parente até 3º grau, conforme document | 410: ses casos, apresentação de documentação de dependência. comprovação DE RESIDÊNCIA OU TRABALHO – FGTS Para comprovação que o atual local de d",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:48,Como identificar corretamente a subsídio habitacional no processo de enquadramento do cliente?,"237: as avaliações habitacionais é de 180 dias. O prazo de validade das avaliações habitacionais é contado a partir da data da primeira avaliação | 238: terão como prazo de validade o período remanescente contado a partir da data da primeira avaliação habitacional realizada no início do proce | 239: do os últimos 30 dias. O número de solicitações de avaliações de risco habitacional está limitado a 41, considerando a validade da avaliação | 241: realização de uma nova avaliação. O cancelamento das avaliações habitacionais é realizado de maneira on-line no SICAQ ou no SIPAH, opção Ava",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:49,Qual checklist mínimo inclui comprovante de renda para contratação sem pendências?,"71: ocumentos de comprovação de renda são anexados à Ficha Cadastro do cliente. É importante verificar a compatibilidade entre a renda apresenta | 826: nações no SIOPI. Nos casos de contratação com carência Calamidade RS descrita no normativo principal, seleciona o Código de Convênio = 10000 | 751: opção “informativos” e solicita reanálise da peça técnica de engenharia: Sem geração de Ordem de Serviço; motivo: valor de avaliação. b) Com | 126: uando não discriminada no documento, para clientes autônomos ou sem vínculo empregatício e auxílio acidente (espécie 94 ou 36), informar o C",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:49,Como a análise de crédito considera contracheque na renda formal de um proponente CLT?,"367: e renda do(s) proponente(s) e promover novo enquadramento. A apuração de renda para proponente com vínculo empregatício deve ser, nos casos  | 79: s documentos estão descritos no item [MN, 3.6.4]. Para comprovação da Renda Formal é preferível a utilização de documentos como: Contrachequ | 78: enefício Previdenciário – INSS e Auxílios; Extrato de Conta Salário/Aposentadoria; Declaração do Empregador; Contrato de Aluguel; Notas fisc | 36: mais adequados para os clientes. A proposta de crédito a ser analisada considera as condições do cliente para o crédito pretendido, o impact",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:49,Qual documentação comprobatória é exigida para adicional noturno em dossiê habitacional?,"857: a verificação da conformidade poderá solicitar documentação adicional relacionada aos aspectos de renda, além dos obrigatórios relacionados  | 875: assinatura do contrato por todos os participantes. acompanha a assinatura do contrato pela Agência e PA de vinculação. DOSSIÊ DIGITAL HABITA | 874: do o referido MO ao dossiê habitacional; agenda com os proponentes, vendedores, participantes, cônjuges/companheiro(a) e Agência e PA, a dat | 876: a opção por este tipo de dossiê toda a documentação será arquivada e mantida no SIOPI. Atualmente disponível para as contratações do Nato-Di",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:49,Como a política de risco diferencia renda sazonal entre Grupo I e Grupo II?,"254: ubsequentes. anexo i – informações que podem ser alteradas para novas avaliações A alteração, inclusão e/ou exclusão das informações que seg | 299: ntarista e Locutor de rádio e televisão Compositor Confeiteiro Consertador de Aparelho Eletrônico/Eletrodoméstico Costureiro Cozinheiro Croc | 303: pateiro Serralheiro Servente de Obras Soldador Taxista Telhador Trabalhador doméstico Trabalhador rural Tratorista Vassoureiro Vendedor (dom | 296: omente seu material e força de trabalho; prestação de serviços ou produção de bens que, via de regra, possui baixo valor monetário; baixo vo",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:49,Como registrar exceção normativa quando há dúvida sobre comprometimento de renda?,"450: nhão Universal/Total de Bens | Há comunicação de todos os bens dos cônjuges, independente da época da aquisição, exceto os casos previstos n | 451: como vendedores. | Ambos assinam como compradores. Comunhão Parcial de Bens | Há comunicação de todos os bens adquiridos na constância do ca | 514: Estratégia de Relacionamento com redutor de taxas de juros constante no [MN, MO30769]. Para os contratos com recurso SBPE, durante a fase de | 106: s de renda fixa e/ou poupança, na CAIXA e em outras instituições, em que conste o cliente como primeiro titular. Não há exigência de prazo m",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:49,Como documentar auditoria de decisão envolvendo entrada mínima no dossiê do contrato?,"875: assinatura do contrato por todos os participantes. acompanha a assinatura do contrato pela Agência e PA de vinculação. DOSSIÊ DIGITAL HABITA | 874: do o referido MO ao dossiê habitacional; agenda com os proponentes, vendedores, participantes, cônjuges/companheiro(a) e Agência e PA, a dat | 808: no programa, ao benefício do redutor de 0,5% na taxa de juros, antes do envio do dossiê para verificação da conformidade. No caso de utiliza | 329: onal Padrão (CCA) Contratação Imóveis CAIXA/AMV”. OPERAÇÕES ENVOLVENDO IMÓVEIS NO ÂMBITO DO PMCMV RECONSTRUÇÃO RIO GRANDE DO SUL. Os procedi",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:49,Como a análise de crédito considera 13º salário na renda formal de um proponente CLT?,"36: mais adequados para os clientes. A proposta de crédito a ser analisada considera as condições do cliente para o crédito pretendido, o impact | 79: s documentos estão descritos no item [MN, 3.6.4]. Para comprovação da Renda Formal é preferível a utilização de documentos como: Contrachequ | 62: bitacionais, a classificação do grau de severidade da ocorrência é feita automaticamente e considera as seguintes informações: valor da dívi | 701: o primeiro no SICAQ o proponente de maior renda, conforme orientações e procedimentos constantes no Tutorial de Navegação SICAQ. Na avaliaçã",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:49,Em quais hipóteses a renda de vendedor ambulante é glosada por insuficiência documental?,"574: de Verificação Documental e arquiva no dossiê antes do envio à conformidade Solicita por e-mail à Agência/PA de vinculação, previamente à co | 815: ssários para regularização da situação impeditiva. Arquiva o parecer jurídico no dossiê único do financiamento. Nos casos de análise jurídic | 573: mento da proposta de financiamento habitacional. Se proposta de UH vinculada a empreendimento que teve a contratação via CIWEB - Dotação/Con | 341: itacional, a realizar a caução por meio do aplicativo FGTS, App CAIXA ou Internet Banking, menu “Serviços ao Cidadão”. Todo crédito ocorrido",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:50,Como documentar auditoria de decisão envolvendo faixas do PMCMV no dossiê do contrato?,"875: assinatura do contrato por todos os participantes. acompanha a assinatura do contrato pela Agência e PA de vinculação. DOSSIÊ DIGITAL HABITA | 329: onal Padrão (CCA) Contratação Imóveis CAIXA/AMV”. OPERAÇÕES ENVOLVENDO IMÓVEIS NO ÂMBITO DO PMCMV RECONSTRUÇÃO RIO GRANDE DO SUL. Os procedi | 328: AMV (ADJUDICADOS CAIXA) NO SFI, NÃO CONTEMPLA A OPÇÃO POR LOTE URBANIZADO ADJUDICADO COMERCIAL. Os procedimentos detalhados para contratação | 874: do o referido MO ao dossiê habitacional; agenda com os proponentes, vendedores, participantes, cônjuges/companheiro(a) e Agência e PA, a dat",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:50,"Se no meu FGTS caiu diferente esse mês, dá ruim pra aprovar o financiamento?","365: ROVAÇÃO DE RENDA Adota o somatório da renda bruta mensal dos participantes da operação, sem qualquer dedução, auferida no mês da apuração de | 657: rnet Banking, opção “FGTS e INSS”; seleciona “Autoriza Agente Financeiro FGTS”; clica em “habitação e moradia própria; confirma a leitura do | 658: opção “FGTS e INSS”, clica em “extrato”; clica em “meu FGTS”, “ver todas as suas contas”; clica no ícone de compartilhamento, escolhe a opçã | 661: clica em “selecionar instituição financeira”, escolhe “Caixa Econômica Federal” e confirma seleção acessa o extrato na forma abaixo: no menu",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:50,Em quais hipóteses a renda de motorista de aplicativo é glosada por insuficiência documental?,"341: itacional, a realizar a caução por meio do aplicativo FGTS, App CAIXA ou Internet Banking, menu “Serviços ao Cidadão”. Todo crédito ocorrido | 574: de Verificação Documental e arquiva no dossiê antes do envio à conformidade Solicita por e-mail à Agência/PA de vinculação, previamente à co | 815: ssários para regularização da situação impeditiva. Arquiva o parecer jurídico no dossiê único do financiamento. Nos casos de análise jurídic | 573: mento da proposta de financiamento habitacional. Se proposta de UH vinculada a empreendimento que teve a contratação via CIWEB - Dotação/Con",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:50,Como registrar exceção normativa quando há dúvida sobre estado civil?,"450: nhão Universal/Total de Bens | Há comunicação de todos os bens dos cônjuges, independente da época da aquisição, exceto os casos previstos n | 451: como vendedores. | Ambos assinam como compradores. Comunhão Parcial de Bens | Há comunicação de todos os bens adquiridos na constância do ca | 456: II, e 1.641, do Código Civil, Súmula 377 do STF). | Se bem adquirido na constância do casamento, ambos assinam como vendedores. Se bem anter | 457: Final nos Aquestos | Só há comunicação de bens entre o casal quando ambos comparecem como proprietários na matrícula do imóvel. (Arts. 1.647",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:50,Quais critérios normativos da Caixa validam FGTS para composição de renda no financiamento habitacional?,"16: a Avaliação Apensado II – FAQ – Constatação de Renda grau de sigilo #EXTERNO.CONFIDENCIAL VINCULAÇÃO Manual Normativo CR016 ROTEIRO PADRÃO 3 | 2: O HABITACIONAL,6 3.4	EMPRÉSTIMO COM GARANTIA DE IMÓVEL CAIXA,7 3.5	IMPEDIMENTOS PARA APROVAÇÃO,7 3.6	CRITÉRIOS PARA CONSTATAÇÃO DE RENDA,8 3 | 1: ANÁLISE DE RISCO DE CRÉDITO E IDENTIFICAÇÃO DA RENDA – NORMAS E PROCEDIMENTOS OPERACIONAIS - CCA SUMÁRIO DA NORMA 1	OBJETIVO,4 2	DEFINIÇÕES, | 338: às condições para uso do valor da conta de FGTS; Comprometimento de Renda: maior ou igual a 20% e menor que 30%; Avaliação do imóvel; Valor ",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:50,Em quais hipóteses a renda de DECORE é glosada por insuficiência documental?,"574: de Verificação Documental e arquiva no dossiê antes do envio à conformidade Solicita por e-mail à Agência/PA de vinculação, previamente à co | 815: ssários para regularização da situação impeditiva. Arquiva o parecer jurídico no dossiê único do financiamento. Nos casos de análise jurídic | 573: mento da proposta de financiamento habitacional. Se proposta de UH vinculada a empreendimento que teve a contratação via CIWEB - Dotação/Con | 341: itacional, a realizar a caução por meio do aplicativo FGTS, App CAIXA ou Internet Banking, menu “Serviços ao Cidadão”. Todo crédito ocorrido",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:50,Como apurar renda média de renda sazonal quando há forte oscilação mensal?,"144: ito cujo CPF consta como titular da nota apresentada. Notas fiscais com mais de um favorecido, a renda é utilizada somente pelo titular da n | 106: s de renda fixa e/ou poupança, na CAIXA e em outras instituições, em que conste o cliente como primeiro titular. Não há exigência de prazo m | 145: mos 12 meses. A emissão das notas é de até 12 meses anteriores ao mês corrente da avaliação. Não há limite de quantidade de notas utilizadas | 158: ndimentos são cadastrados separadamente para cada fonte pagadora. Os rendimentos podem ser somados quando no documento constar mais de uma r",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:50,Como identificar corretamente a taxa de juros social no processo de enquadramento do cliente?,"46: móvel; valor do financiamento; prazo da operação de crédito; taxa de juros; indexador da taxa de juros (quando for o caso); e sistema de amo | 807: qual se licenciou, podendo ser somado a períodos relativos a outros vínculos empregatícios. Colhe assinatura em campo específico e rubrica d | 802: mento pela CIHAR de vinculação. | Emissão de Laudo de Avaliação Simplificado e planilha de tipologias. REDUTOR DE 0,5% NA TAXA DE JUROS PARA | 45: ráveis. A avaliação de risco de crédito não é utilizada para simulação de proposta de financiamento. proposta de financiamento habitacional ",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:51,Existe mitigação permitida quando o cliente apresenta comprometimento de renda de baixo impacto?,"221: tros”. renda informal O valor da Renda Informal do cliente é constatado de acordo com as características da atividade exercida e perfil soci | 514: Estratégia de Relacionamento com redutor de taxas de juros constante no [MN, MO30769]. Para os contratos com recurso SBPE, durante a fase de | 515: o, observando: Se o encargo apurado ultrapassar o valor máximo do comprometimento de renda do cliente, o valor remanescente será cobrado com | 295: ensionista Bolsista, estagiário e assemelhados Espólio anexo iv – tabela de ocupação renda informal renda informal – grupo i atividade de pr",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:51,Como documentar auditoria de decisão envolvendo composição familiar no dossiê do contrato?,"875: assinatura do contrato por todos os participantes. acompanha a assinatura do contrato pela Agência e PA de vinculação. DOSSIÊ DIGITAL HABITA | 649: rviços de seu contrato também pelo Aplicativo. Encerra a entrevista e encaminha o dossiê para a conformidade, conforme item CONFORMIDADE PRO | 255: os cadastrais; dados de renda. Avaliação habitacional: dados de renda de todos os participantes e respectivos cônjuges; composição do Grupo  | 874: do o referido MO ao dossiê habitacional; agenda com os proponentes, vendedores, participantes, cônjuges/companheiro(a) e Agência e PA, a dat",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:51,Qual checklist mínimo inclui CNH para contratação sem pendências?,"354: cada operação. As relações de documentos, formulários e checklist encontram-se disponibilizadas nos MO abaixo: relação de formulários – [MN, | 353: dação e/ou pagamento de parte do valor da prestação. DOCUMENTAÇÃO São observados os documentos exigidos para contratação e formulários exigi | 826: nações no SIOPI. Nos casos de contratação com carência Calamidade RS descrita no normativo principal, seleciona o Código de Convênio = 10000 | 751: opção “informativos” e solicita reanálise da peça técnica de engenharia: Sem geração de Ordem de Serviço; motivo: valor de avaliação. b) Com",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:51,Como documentar auditoria de decisão envolvendo valor de avaliação no dossiê do contrato?,"875: assinatura do contrato por todos os participantes. acompanha a assinatura do contrato pela Agência e PA de vinculação. DOSSIÊ DIGITAL HABITA | 701: o primeiro no SICAQ o proponente de maior renda, conforme orientações e procedimentos constantes no Tutorial de Navegação SICAQ. Na avaliaçã | 818: que definem os limites atribuídos à decisão da autoridade competente nas operações de Crédito Imobiliário. Para fins de enquadramento nos li | 858: as disposições contidas no quadro abaixo: PROPOSTA | AVALIAÇÃO DA CONFORMIDADE ENCAMINHAMENTO DO DOSSIÊ vinculada a Empreendimento, inclusiv",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:51,Quais critérios normativos da Caixa validam margem consignável para composição de renda no financiamento habitacional?,"16: a Avaliação Apensado II – FAQ – Constatação de Renda grau de sigilo #EXTERNO.CONFIDENCIAL VINCULAÇÃO Manual Normativo CR016 ROTEIRO PADRÃO 3 | 1: ANÁLISE DE RISCO DE CRÉDITO E IDENTIFICAÇÃO DA RENDA – NORMAS E PROCEDIMENTOS OPERACIONAIS - CCA SUMÁRIO DA NORMA 1	OBJETIVO,4 2	DEFINIÇÕES, | 2: O HABITACIONAL,6 3.4	EMPRÉSTIMO COM GARANTIA DE IMÓVEL CAIXA,7 3.5	IMPEDIMENTOS PARA APROVAÇÃO,7 3.6	CRITÉRIOS PARA CONSTATAÇÃO DE RENDA,8 3 | 877: ONCESSÃO DE FINANCIAMENTO HABITACIONAL PELO APLICATIVO – APP HABITAÇÃO CAIXA Trata-se da participação dos CCA para continuidade nas concessõ",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:51,Quais parâmetros atualizados determinam localização do imóvel por município?,"633: s despesas acessórias e despesas com a comissão de leiloeiro, conforme abaixo: Aquisição de Imóvel Novo ou Usado e CAIXA/AMV (Adjudicados, A | 49: o financiamento e o sistema de amortização (SAC ou SFA/TP). O sistema de amortização, SAC ou SFA/TP, influencia na prestação, devido à difer | 634: lor das despesas acessórias está limitado aos parâmetros estabelecidos da modalidade no item PARÂMETROS DO FINANCIAMENTO, quota estabelecida | 815: ssários para regularização da situação impeditiva. Arquiva o parecer jurídico no dossiê único do financiamento. Nos casos de análise jurídic",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:51,Quando o comprovante de renda deve ser atualizado para evitar exigência complementar?,"106: s de renda fixa e/ou poupança, na CAIXA e em outras instituições, em que conste o cliente como primeiro titular. Não há exigência de prazo m | 501: a a concessão de valor complementar ao financiamento original, mesmo quando houver alteração do projeto ou substituição de material. PLANO D | 367: e renda do(s) proponente(s) e promover novo enquadramento. A apuração de renda para proponente com vínculo empregatício deve ser, nos casos  | 137: l; ou Certidão Atualizada de Inteiro Teor do Imóvel. É aceito o comprovante de recebimento emitido no mês corrente ao da avaliação de risco ",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:51,Como identificar corretamente a valor de avaliação no processo de enquadramento do cliente?,"237: as avaliações habitacionais é de 180 dias. O prazo de validade das avaliações habitacionais é contado a partir da data da primeira avaliação | 241: realização de uma nova avaliação. O cancelamento das avaliações habitacionais é realizado de maneira on-line no SICAQ ou no SIPAH, opção Ava | 227: está limitada em até 30% do valor de sua renda, ou da renda do grupo familiar. Em alguns casos esse limite pode ser menor, a depender das ca | 238: terão como prazo de validade o período remanescente contado a partir da data da primeira avaliação habitacional realizada no início do proce",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:52,Quais requisitos de validade e integridade documental se aplicam ao comprovante de renda no processo habitacional?,"237: as avaliações habitacionais é de 180 dias. O prazo de validade das avaliações habitacionais é contado a partir da data da primeira avaliação | 238: terão como prazo de validade o período remanescente contado a partir da data da primeira avaliação habitacional realizada no início do proce | 239: do os últimos 30 dias. O número de solicitações de avaliações de risco habitacional está limitado a 41, considerando a validade da avaliação | 55: nstam no [MN, MO43082]. impedimentos para aprovação O processo de análise de risco envolve a verificação da existência de restrições para to",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:52,Como registrar exceção normativa quando há dúvida sobre inadimplência anterior?,"451: como vendedores. | Ambos assinam como compradores. Comunhão Parcial de Bens | Há comunicação de todos os bens adquiridos na constância do ca | 456: II, e 1.641, do Código Civil, Súmula 377 do STF). | Se bem adquirido na constância do casamento, ambos assinam como vendedores. Se bem anter | 450: nhão Universal/Total de Bens | Há comunicação de todos os bens dos cônjuges, independente da época da aquisição, exceto os casos previstos n | 457: Final nos Aquestos | Só há comunicação de bens entre o casal quando ambos comparecem como proprietários na matrícula do imóvel. (Arts. 1.647",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:52,Quais critérios normativos da Caixa validam declaração de imposto de renda para composição de renda no financiamento habitacional?,"16: a Avaliação Apensado II – FAQ – Constatação de Renda grau de sigilo #EXTERNO.CONFIDENCIAL VINCULAÇÃO Manual Normativo CR016 ROTEIRO PADRÃO 3 | 148: ra; Trabalhador agrícola; Trabalhador da pecuária; Trabalhador florestal; Trabalhador da pesca; Proprietário de estabelecimento agrícola, da | 1: ANÁLISE DE RISCO DE CRÉDITO E IDENTIFICAÇÃO DA RENDA – NORMAS E PROCEDIMENTOS OPERACIONAIS - CCA SUMÁRIO DA NORMA 1	OBJETIVO,4 2	DEFINIÇÕES, | 79: s documentos estão descritos no item [MN, 3.6.4]. Para comprovação da Renda Formal é preferível a utilização de documentos como: Contrachequ",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:52,Como documentar auditoria de decisão envolvendo taxa de juros social no dossiê do contrato?,"504: te esse período não há Parcela de Amortização. PARCELA DE JUROS Calculada pela multiplicação da taxa de juros mensal pelo SD atualizado, con | 808: no programa, ao benefício do redutor de 0,5% na taxa de juros, antes do envio do dossiê para verificação da conformidade. No caso de utiliza | 701: o primeiro no SICAQ o proponente de maior renda, conforme orientações e procedimentos constantes no Tutorial de Navegação SICAQ. Na avaliaçã | 807: qual se licenciou, podendo ser somado a períodos relativos a outros vínculos empregatícios. Colhe assinatura em campo específico e rubrica d",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:52,Qual checklist mínimo inclui CPF para contratação sem pendências?,"354: cada operação. As relações de documentos, formulários e checklist encontram-se disponibilizadas nos MO abaixo: relação de formulários – [MN, | 353: dação e/ou pagamento de parte do valor da prestação. DOCUMENTAÇÃO São observados os documentos exigidos para contratação e formulários exigi | 826: nações no SIOPI. Nos casos de contratação com carência Calamidade RS descrita no normativo principal, seleciona o Código de Convênio = 10000 | 751: opção “informativos” e solicita reanálise da peça técnica de engenharia: Sem geração de Ordem de Serviço; motivo: valor de avaliação. b) Com",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:52,Qual regra prevalece quando há conflito entre valor de avaliação e perfil de renda da família?,"43: de risco de crédito. Atentar ao correto preenchimento das informações de renda dos clientes: Renda Formal e Renda Informal; tipo de document | 401: OCIAL – PROGRAMA CARTA DE CRÉDITO FGTS/PMCMV Para direito a 100% de desconto, é necessária a participação de pelos menos dois proponentes no | 220: ois é utilizado para declarar rendimentos obtidos de forma esporádica por força de decisão judicial relativo a diferenças salariais, indeniz | 50: ção, o sistema de amortização, o indexador, a modalidade do financiamento e a origem de recursos determinam o valor da prestação necessária,",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:52,Como a política de risco diferencia MEI entre Grupo I e Grupo II?,"299: ntarista e Locutor de rádio e televisão Compositor Confeiteiro Consertador de Aparelho Eletrônico/Eletrodoméstico Costureiro Cozinheiro Croc | 297: , Encanador, Pedreiro, Barbeiro, Doceira, Salgadeira, Lavador de Carro. ATIVIDADES GRUPO I – (De A a C) Açougueiro Adestrador de Animais Afi | 301: e Ourives Jornaleiro Ladrilheiro Lavador de veículos Lavador e passador de roupas Limpador de fachadas Manicure, Pedicure Manobrista Maquiad | 254: ubsequentes. anexo i – informações que podem ser alteradas para novas avaliações A alteração, inclusão e/ou exclusão das informações que seg",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:52,Como registrar exceção normativa quando há dúvida sobre fraude documental?,"450: nhão Universal/Total de Bens | Há comunicação de todos os bens dos cônjuges, independente da época da aquisição, exceto os casos previstos n | 451: como vendedores. | Ambos assinam como compradores. Comunhão Parcial de Bens | Há comunicação de todos os bens adquiridos na constância do ca | 456: II, e 1.641, do Código Civil, Súmula 377 do STF). | Se bem adquirido na constância do casamento, ambos assinam como vendedores. Se bem anter | 457: Final nos Aquestos | Só há comunicação de bens entre o casal quando ambos comparecem como proprietários na matrícula do imóvel. (Arts. 1.647",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
2026-02-22 20:42:53,Como a análise de crédito considera adicional noturno na renda formal de um proponente CLT?,"36: mais adequados para os clientes. A proposta de crédito a ser analisada considera as condições do cliente para o crédito pretendido, o impact | 79: s documentos estão descritos no item [MN, 3.6.4]. Para comprovação da Renda Formal é preferível a utilização de documentos como: Contrachequ | 701: o primeiro no SICAQ o proponente de maior renda, conforme orientações e procedimentos constantes no Tutorial de Navegação SICAQ. Na avaliaçã | 7: A DA OCUPAÇÃO E TABELA DE OCUPAÇÃO RENDA FORMAL,28 5.4	ANEXO IV – TABELA DE OCUPAÇÃO RENDA INFORMAL,32 TÍTULO ANÁLISE DE RISCO DE CRÉDITO E ",[Falha ao gerar resposta: OPENAI_API_KEY não encontrada. Configure a chave no ambiente ou no arquivo .env.],
